"HGNC ID","Status","Approved symbol","Approved name","Chromosome location","Orphanet ID","OMIM ID"
"HGNC:24664","Approved","PATE1","prostate and testis expressed 1","11q24.2",,606861
"HGNC:32249","Approved","PATE2","prostate and testis expressed 2","11q24.2",,
"HGNC:35426","Approved","PATE3","prostate and testis expressed 3","11q24.2",,
"HGNC:35427","Approved","PATE4","prostate and testis expressed 4","11q24.2",,
"HGNC:28881","Approved","PATJ","PATJ crumbs cell polarity complex component","1p31.3",,603199
"HGNC:26721","Approved","PATL1","PAT1 homolog 1, processing body mRNA decay factor","11q12.1",,614660
"HGNC:33630","Approved","PATL2","PAT1 homolog 2","15q21.1",,614661
"HGNC:13071","Approved","PATZ1","POZ/BTB and AT hook containing zinc finger 1","22q12.2",,605165
"HGNC:49670","Approved","PAUPAR","PAX6 upstream antisense RNA","11p13",,
"HGNC:8614","Approved","PAWR","pro-apoptotic WT1 regulator","12q21.2",,601936
"HGNC:45201","Approved","PAWRP1","pro-apoptotic WT1 regulator pseudogene 1","10q23.33",,
"HGNC:45202","Approved","PAWRP2","pro-apoptotic WT1 regulator pseudogene 2","16p11.2",,
"HGNC:8615","Approved","PAX1","paired box 1","20p11.22",376593,167411
"HGNC:8616","Approved","PAX2","paired box 2","10q24.31",124088,167409
"HGNC:8617","Approved","PAX3","paired box 3","2q36.1",124090,606597
"HGNC:8618","Approved","PAX4","paired box 4","7q32.1",201085,167413
"HGNC:8619","Approved","PAX5","paired box 5","9p13.2",366823,167414
"HGNC:8620","Approved","PAX6","paired box 6","11p13",124094,607108
"HGNC:53448","Approved","PAX6-AS1","PAX6 antisense RNA 1","11p13",,
"HGNC:8621","Approved","PAX7","paired box 7","1p36.13",124100,167410
"HGNC:8622","Approved","PAX8","paired box 8","2q14.1",124103,167415
"HGNC:49271","Approved","PAX8-AS1","PAX8 antisense RNA 1","2q14.1",,
"HGNC:8623","Approved","PAX9","paired box 9","14q13.3",124105,167416
"HGNC:13579","Approved","PAXBP1","PAX3 and PAX7 binding protein 1","21q22.11",,617621
"HGNC:39603","Approved","PAXBP1-AS1","PAXBP1 antisense RNA 1","21q22.11",,
"HGNC:50352","Approved","PAXBP1P1","PAX3 and PAX7 binding protein 1 pseudogene 1","7q36.2",,
"HGNC:8624","Approved","PAXIP1","PAX interacting protein 1","7q36.2",,608254
"HGNC:48958","Approved","PAXIP1-AS2","PAXIP1 antisense RNA 2","7q36.2",,
"HGNC:27328","Approved","PAXIP1-DT","PAXIP1 divergent transcript","7q36.2",,
"HGNC:27849","Approved","PAXX","PAXX non-homologous end joining factor","9q34.3",,616315
"HGNC:8625","Entry Withdrawn","PBCRA1","progressive bifocal chorioretinal atrophy 1","6q",,
"HGNC:28790","Approved","PBDC1","polysaccharide biosynthesis domain containing 1","Xq13.3",,
"HGNC:8627","Entry Withdrawn","PBG1","pancreatic beta cell glycoprotein 1","reserved",,
"HGNC:18282","Approved","PBK","PDZ binding kinase","8p21.1",,611210
"HGNC:23301","Approved","PBLD","phenazine biosynthesis like protein domain containing","10q21.3",,612189
"HGNC:21079","Approved","PBOV1","prostate and breast cancer overexpressed 1","6q23.3",,605669
"HGNC:30064","Approved","PBRM1","polybromo 1","3p21.1",434716,606083
"HGNC:8632","Approved","PBX1","PBX homeobox 1","1q23.3",171647,176310
"HGNC:40425","Approved","PBX1-AS1","PBX1 antisense RNA 1","1q23.3",,
"HGNC:8633","Approved","PBX2","PBX homeobox 2","6p21.32",,176311
"HGNC:8635","Approved","PBX2P1","PBX homeobox 2 pseudogene 1","3q24",,
"HGNC:8634","Approved","PBX3","PBX homeobox 3","9q33.3",,176312
"HGNC:13403","Approved","PBX4","PBX homeobox 4","19p13.11",,608127
"HGNC:21199","Approved","PBXIP1","PBX homeobox interacting protein 1","1q21.3",,618819
"HGNC:8636","Approved","PC","pyruvate carboxylase","11q13.2",124107,608786
"HGNC:8637","Approved","PCA3","prostate cancer associated 3","9q21.2",,604845
"HGNC:8645","Entry Withdrawn","PCAP","predisposing for prostate cancer","1q42.2-q43",,
"HGNC:34383","Approved","PCARE","photoreceptor cilium actin regulator","2p23.2",233016,613425
"HGNC:43022","Approved","PCAT1","prostate cancer associated transcript 1","8q24.21",,616043
"HGNC:45089","Approved","PCAT2","prostate cancer associated transcript 2","8q24.21",,617678
"HGNC:24853","Approved","PCAT4","prostate cancer associated transcript 4","4q21.21",,609717
"HGNC:48665","Approved","PCAT5","prostate cancer associated transcript 5","10p11.21",,
"HGNC:43714","Approved","PCAT6","prostate cancer associated transcript 6","1q32.1",,
"HGNC:48824","Approved","PCAT7","prostate cancer associated transcript 7","9q22.32",,
"HGNC:48977","Approved","PCAT14","prostate cancer associated transcript 14","22q11.23",,
"HGNC:49211","Approved","PCAT18","prostate cancer associated transcript 18","18q11.2",,617647
"HGNC:49593","Approved","PCAT19","prostate cancer associated transcript 19","19q13.2",,618192
"HGNC:50895","Approved","PCAT29","prostate cancer associated transcript 29","15q23",,616273
"HGNC:8646","Approved","PCBD1","pterin-4 alpha-carbinolamine dehydratase 1","10q22.1",124110,126090
"HGNC:24474","Approved","PCBD2","pterin-4 alpha-carbinolamine dehydratase 2","5q31.1",,609836
"HGNC:8647","Approved","PCBP1","poly(rC) binding protein 1","2p13.3",,601209
"HGNC:42948","Approved","PCBP1-AS1","PCBP1 antisense RNA 1","2p13.3",,
"HGNC:8648","Approved","PCBP2","poly(rC) binding protein 2","12q13.13",,601210
"HGNC:49150","Approved","PCBP2-OT1","PCBP2 overlapping transcript 1","12q13.13",,
"HGNC:8649","Approved","PCBP2P1","poly(rC) binding protein 2 pseudogene 1","21q22.2",,
"HGNC:8650","Approved","PCBP2P2","poly(rC) binding protein 2 pseudogene 2","8q21.12",,
"HGNC:39032","Approved","PCBP2P3","poly(rC) binding protein 2 pseudogene 3","5q14.3",,
"HGNC:8651","Approved","PCBP3","poly(rC) binding protein 3","21q22.3",,608502
"HGNC:40426","Approved","PCBP3-AS1","PCBP3 antisense RNA 1","21q22.3",,
"HGNC:8652","Approved","PCBP4","poly(rC) binding protein 4","3p21.2",,608503
"HGNC:8653","Approved","PCCA","propionyl-CoA carboxylase subunit alpha","13q32.3",124115,232000
"HGNC:39901","Approved","PCCA-AS1","PCCA antisense RNA 1","13q32.3",,
"HGNC:53266","Approved","PCCA-DT","PCCA divergent transcript","13q32.3",,
"HGNC:8654","Approved","PCCB","propionyl-CoA carboxylase subunit beta","3q22.3",124117,232050
"HGNC:8655","Approved","PCDH1","protocadherin 1","5q31.3",,603626
"HGNC:8659","Approved","PCDH7","protocadherin 7","4p15.1",,602988
"HGNC:8660","Approved","PCDH8","protocadherin 8","13q14.3",470834,603580
"HGNC:39937","Approved","PCDH8P1","protocadherin 8 pseudogene 1","13q14.3",,
"HGNC:8661","Approved","PCDH9","protocadherin 9","13q21.32",,603581
"HGNC:39897","Approved","PCDH9-AS1","PCDH9 antisense RNA 1","13q21.32",,
"HGNC:39896","Approved","PCDH9-AS2","PCDH9 antisense RNA 2","13q21.32",,
"HGNC:40427","Approved","PCDH9-AS3","PCDH9 antisense RNA 3","13q21.32",,
"HGNC:40428","Approved","PCDH9-AS4","PCDH9 antisense RNA 4","13q21.32",,
"HGNC:13404","Approved","PCDH10","protocadherin 10","4q28.3",,608286
"HGNC:8656","Approved","PCDH11X","protocadherin 11 X-linked","Xq21.31",,300246
"HGNC:15813","Approved","PCDH11Y","protocadherin 11 Y-linked","Yp11.2",,400022
"HGNC:8657","Approved","PCDH12","protocadherin 12","5q31.3",,605622
"HGNC:14674","Approved","PCDH15","protocadherin related 15","10q21.1",124119,605514
"HGNC:14267","Approved","PCDH17","protocadherin 17","13q21.1",,611760
"HGNC:14268","Approved","PCDH18","protocadherin 18","4q28.3",,608287
"HGNC:14270","Approved","PCDH19","protocadherin 19","Xq22.1",168339,300460
"HGNC:14257","Approved","PCDH20","protocadherin 20","13q21.2",,614449
"HGNC:8662","Approved","PCDHA@","protocadherin alpha cluster, complex locus","5q31",,604966
"HGNC:8663","Approved","PCDHA1","protocadherin alpha 1","5q31.3",,606307
"HGNC:8668","Approved","PCDHA2","protocadherin alpha 2","5q31.3",,606308
"HGNC:8669","Approved","PCDHA3","protocadherin alpha 3","5q31.3",,606309
"HGNC:8670","Approved","PCDHA4","protocadherin alpha 4","5q31.3",,606310
"HGNC:8671","Approved","PCDHA5","protocadherin alpha 5","5q31.3",,606311
"HGNC:8672","Approved","PCDHA6","protocadherin alpha 6","5q31.3",,606312
"HGNC:8673","Approved","PCDHA7","protocadherin alpha 7","5q31.3",,606313
"HGNC:8674","Approved","PCDHA8","protocadherin alpha 8","5q31.3",,606314
"HGNC:8675","Approved","PCDHA9","protocadherin alpha 9","5q31.3",,606315
"HGNC:8664","Approved","PCDHA10","protocadherin alpha 10","5q31.3",,606316
"HGNC:8665","Approved","PCDHA11","protocadherin alpha 11","5q31.3",,606317
"HGNC:8666","Approved","PCDHA12","protocadherin alpha 12","5q31.3",,606318
"HGNC:8667","Approved","PCDHA13","protocadherin alpha 13","5q31.3",,606319
"HGNC:2163","Approved","PCDHA14","protocadherin alpha 14 pseudogene","5q31.3",,
"HGNC:8676","Approved","PCDHAC1","protocadherin alpha subfamily C, 1","5q31.3",,606320
"HGNC:8677","Approved","PCDHAC2","protocadherin alpha subfamily C, 2","5q31.3",,606321
"HGNC:8678","Approved","PCDHACT","protocadherin alpha constant","5q31",,
"HGNC:8679","Approved","PCDHB@","protocadherin beta cluster","5q31",,604967
"HGNC:8680","Approved","PCDHB1","protocadherin beta 1","5q31.3",,606327
"HGNC:8687","Approved","PCDHB2","protocadherin beta 2","5q31.3",,606328
"HGNC:8688","Approved","PCDHB3","protocadherin beta 3","5q31.3",,606329
"HGNC:8689","Approved","PCDHB4","protocadherin beta 4","5q31.3",,606330
"HGNC:8690","Approved","PCDHB5","protocadherin beta 5","5q31.3",,606331
"HGNC:8691","Approved","PCDHB6","protocadherin beta 6","5q31.3",,606332
"HGNC:8692","Approved","PCDHB7","protocadherin beta 7","5q31.3",,606333
"HGNC:8693","Approved","PCDHB8","protocadherin beta 8","5q31.3",,606334
"HGNC:8694","Approved","PCDHB9","protocadherin beta 9","5q31.3",,606335
"HGNC:8681","Approved","PCDHB10","protocadherin beta 10","5q31.3",,606336
"HGNC:8682","Approved","PCDHB11","protocadherin beta 11","5q31.3",,606337
"HGNC:8683","Approved","PCDHB12","protocadherin beta 12","5q31.3",,606338
"HGNC:8684","Approved","PCDHB13","protocadherin beta 13","5q31.3",,606339
"HGNC:8685","Approved","PCDHB14","protocadherin beta 14","5q31.3",,606340
"HGNC:8686","Approved","PCDHB15","protocadherin beta 15","5q31.3",,606341
"HGNC:14546","Approved","PCDHB16","protocadherin beta 16","5q31.3",,606345
"HGNC:14547","Approved","PCDHB17P","protocadherin beta 17 pseudogene","5q31.3",,
"HGNC:14548","Approved","PCDHB18P","protocadherin beta 18 pseudogene","5q31.3",,
"HGNC:14549","Approved","PCDHB19P","protocadherin beta 19 pseudogene","5q31.3",,
"HGNC:8695","Approved","PCDHG@","protocadherin gamma cluster","5q31",,604968
"HGNC:8696","Approved","PCDHGA1","protocadherin gamma subfamily A, 1","5q31",,606288
"HGNC:8700","Approved","PCDHGA2","protocadherin gamma subfamily A, 2","5q31.3",470836,606289
"HGNC:8701","Approved","PCDHGA3","protocadherin gamma subfamily A, 3","5q31.3",,606290
"HGNC:8702","Approved","PCDHGA4","protocadherin gamma subfamily A, 4","5q31",,606291
"HGNC:8703","Approved","PCDHGA5","protocadherin gamma subfamily A, 5","5q31",,606292
"HGNC:8704","Approved","PCDHGA6","protocadherin gamma subfamily A, 6","5q31",,606293
"HGNC:8705","Approved","PCDHGA7","protocadherin gamma subfamily A, 7","5q31",,606294
"HGNC:8706","Approved","PCDHGA8","protocadherin gamma subfamily A, 8","5q31.3",,606295
"HGNC:8707","Approved","PCDHGA9","protocadherin gamma subfamily A, 9","5q31",,606296
"HGNC:8697","Approved","PCDHGA10","protocadherin gamma subfamily A, 10","5q31.3",,606297
"HGNC:8698","Approved","PCDHGA11","protocadherin gamma subfamily A, 11","5q31.3",,606298
"HGNC:8699","Approved","PCDHGA12","protocadherin gamma subfamily A, 12","5q31.3",,603059
"HGNC:8708","Approved","PCDHGB1","protocadherin gamma subfamily B, 1","5q31",,606299
"HGNC:8709","Approved","PCDHGB2","protocadherin gamma subfamily B, 2","5q31",,606300
"HGNC:8710","Approved","PCDHGB3","protocadherin gamma subfamily B, 3","5q31",,606301
"HGNC:8711","Approved","PCDHGB4","protocadherin gamma subfamily B, 4","5q31",,603058
"HGNC:8712","Approved","PCDHGB5","protocadherin gamma subfamily B, 5","5q31",,606302
"HGNC:8713","Approved","PCDHGB6","protocadherin gamma subfamily B, 6","5q31",,606303
"HGNC:8714","Approved","PCDHGB7","protocadherin gamma subfamily B, 7","5q31.3",,606304
"HGNC:8715","Approved","PCDHGB8P","protocadherin gamma subfamily B, 8 pseudogene","5q31.3",,
"HGNC:15688","Approved","PCDHGB9P","protocadherin gamma subfamily B, 9 pseudogene","5q31.3",,
"HGNC:8716","Approved","PCDHGC3","protocadherin gamma subfamily C, 3","5q31.3",,603627
"HGNC:8717","Approved","PCDHGC4","protocadherin gamma subfamily C, 4","5q31.3",,606305
"HGNC:8718","Approved","PCDHGC5","protocadherin gamma subfamily C, 5","5q31.3",,606306
"HGNC:8719","Approved","PCDHGCT","protocadherin gamma constant","5q31",,
"HGNC:16212","Approved","PCED1A","PC-esterase domain containing 1A","20p13",,
"HGNC:28255","Approved","PCED1B","PC-esterase domain containing 1B","12q13.11",,
"HGNC:44166","Approved","PCED1B-AS1","PCED1B antisense RNA 1","12q13.11",,
"HGNC:44083","Approved","PCED1CP","PC-esterase domain containing 1C, pseudogene","2q34",,
"HGNC:30097","Approved","PCF11","PCF11 cleavage and polyadenylation factor subunit","11q14.1",,608876
"HGNC:52263","Approved","PCF11-AS1","PCF11 antisense RNA 1","11q14.1",,
"HGNC:30145","Approved","PCGEM1","PCGEM1 prostate-specific transcript","2q32.3",,605443
"HGNC:17615","Approved","PCGF1","polycomb group ring finger 1","2p13.1",,610231
"HGNC:12929","Approved","PCGF2","polycomb group ring finger 2","17q12",470838,600346
"HGNC:10066","Approved","PCGF3","polycomb group ring finger 3","4p16.3",,617543
"HGNC:28264","Approved","PCGF5","polycomb group ring finger 5","10q23.32",,617407
"HGNC:21156","Approved","PCGF6","polycomb group ring finger 6","10q24.33",,607816
"HGNC:30341","Approved","PCGF7P","polycomb group ring finger 7 pseudogene","19p12",,
"HGNC:8720","Entry Withdrawn","PCH1","protein spot in 2-D gels (250kD; pI 7.0)",,,
"HGNC:8721","Entry Withdrawn","PCH2","protein spot in 2-D gels 250kDa",,,
"HGNC:25653","Approved","PCID2","PCI domain containing 2","13q34",,613713
"HGNC:16200","Approved","PCIF1","PDX1 C-terminal inhibiting factor 1","20q13.12",,618626
"HGNC:8724","Approved","PCK1","phosphoenolpyruvate carboxykinase 1","20q13.31",124123,614168
"HGNC:8725","Approved","PCK2","phosphoenolpyruvate carboxykinase 2, mitochondrial","14q11.2-q12",124125,614095
"HGNC:28961","Approved","PCLAF","PCNA clamp associated factor","15q22.31",,610696
"HGNC:13406","Approved","PCLO","piccolo presynaptic cytomatrix protein","7q21.11",431917,604918
"HGNC:8727","Approved","PCM1","pericentriolar material 1","8p22",124129,600299
"HGNC:8728","Approved","PCMT1","protein-L-isoaspartate (D-aspartate) O-methyltransferase","6q25.1",470840,176851
"HGNC:30483","Approved","PCMTD1","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1","8q11.23",,
"HGNC:38804","Approved","PCMTD1P1","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 1","Yp11.2",,
"HGNC:38805","Approved","PCMTD1P2","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 2","16p11.2",,
"HGNC:38806","Approved","PCMTD1P3","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 3","7p15.3",,
"HGNC:51748","Approved","PCMTD1P4","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 4","22p11.2",,
"HGNC:51749","Approved","PCMTD1P5","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 5","22p11.2",,
"HGNC:51750","Approved","PCMTD1P6","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 6","14p11.2",,
"HGNC:51751","Approved","PCMTD1P7","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 7","20q11.1",,
"HGNC:51752","Approved","PCMTD1P8","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 8","20q11.21",,
"HGNC:15882","Approved","PCMTD2","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2","20q13.33",,
"HGNC:8729","Approved","PCNA","proliferating cell nuclear antigen","20p12.3",442672,176740
"HGNC:37184","Approved","PCNA-AS1","PCNA antisense RNA 1","20p12.3",,
"HGNC:8730","Entry Withdrawn","PCNAL","proliferating cell nuclear antigen-like",,,
"HGNC:8731","Entry Withdrawn","PCNAP","proliferating cell nuclear antigen pseudogene","Xp11.3",,
"HGNC:8732","Approved","PCNAP1","proliferating cell nuclear antigen pseudogene 1","4q23",,
"HGNC:8733","Approved","PCNAP2","proliferating cell nuclear antigen pseudogene 2","4q23",,
"HGNC:43736","Approved","PCNAP3","proliferating cell nuclear antigen pseudogene 3","Xp11.3",,
"HGNC:43737","Approved","PCNAP4","proliferating cell nuclear antigen pseudogene 4","11p15.1",,
"HGNC:30023","Approved","PCNP","PEST proteolytic signal containing nuclear protein","3q12.3",,615210
"HGNC:32440","Approved","PCNPP1","PEST containing nuclear protein pseudogene 1","12q24.12",,
"HGNC:41974","Approved","PCNPP2","PEST containing nuclear protein pseudogene 2","9q22.1",,
"HGNC:41975","Approved","PCNPP3","PEST containing nuclear protein pseudogene 3","12q14.3",,
"HGNC:41976","Approved","PCNPP4","PEST containing nuclear protein pseudogene 4","Xq13.3",,
"HGNC:41977","Approved","PCNPP5","PEST containing nuclear protein pseudogene 5","13q14.2",,
"HGNC:16068","Approved","PCNT","pericentrin","21q22.3",159181,605925
"HGNC:32391","Entry Withdrawn","PCNT1","pericentrin 1","17q25",,
"HGNC:19740","Approved","PCNX1","pecanex 1","14q24.2",,617655
"HGNC:8736","Approved","PCNX2","pecanex 2","1q42.2",,617656
"HGNC:18760","Approved","PCNX3","pecanex 3","11q13.1",,617657
"HGNC:20349","Approved","PCNX4","pecanex 4","14q23.1",,
"HGNC:8738","Approved","PCOLCE","procollagen C-endopeptidase enhancer","7q22.1",,600270
"HGNC:40430","Approved","PCOLCE-AS1","PCOLCE antisense RNA 1","7q22.1",,
"HGNC:8739","Approved","PCOLCE2","procollagen C-endopeptidase enhancer 2","3q23",,607064
"HGNC:8741","Entry Withdrawn","PCOS1","polycystic ovary syndrome 1","19p13.2",,
"HGNC:39839","Approved","PCOTH","Pro-X-Gly collagen triple helix like repeat containing","13q12.12",,617122
"HGNC:39840","Approved","PCOTHP1","Pro-X-Gly collagen triple helix like repeat containing pseudogene 1","13q12.12",,
"HGNC:30209","Approved","PCP2","Purkinje cell protein 2","19p13.2",,
"HGNC:8742","Approved","PCP4","Purkinje cell protein 4","21q22.2",,601629
"HGNC:20448","Approved","PCP4L1","Purkinje cell protein 4 like 1","1q23.3",,
"HGNC:54485","Approved","PCSEAT","prostate cancer expressed EZH2 associated transcript","21q22.3",,
"HGNC:8743","Approved","PCSK1","proprotein convertase subtilisin/kexin type 1","5q15",124131,162150
"HGNC:17301","Approved","PCSK1N","proprotein convertase subtilisin/kexin type 1 inhibitor","Xp11.23",,300399
"HGNC:8744","Approved","PCSK2","proprotein convertase subtilisin/kexin type 2","20p12.1",,162151
"HGNC:8746","Approved","PCSK4","proprotein convertase subtilisin/kexin type 4","19p13.3",,600487
"HGNC:8747","Approved","PCSK5","proprotein convertase subtilisin/kexin type 5","9q21.13",470842,600488
"HGNC:8569","Approved","PCSK6","proprotein convertase subtilisin/kexin type 6","15q26.3",,167405
"HGNC:51448","Approved","PCSK6-AS1","PCSK6 antisense RNA 1","15q26.3",,
"HGNC:8748","Approved","PCSK7","proprotein convertase subtilisin/kexin type 7","11q23.3",,604872
"HGNC:20001","Approved","PCSK9","proprotein convertase subtilisin/kexin type 9","1p32.3",124137,607786
"HGNC:8752","Approved","PCTP","phosphatidylcholine transfer protein","17q22",,606055
"HGNC:20588","Approved","PCYOX1","prenylcysteine oxidase 1","2p13.3",,610995
"HGNC:28477","Approved","PCYOX1L","prenylcysteine oxidase 1 like","5q32",,
"HGNC:8754","Approved","PCYT1A","phosphate cytidylyltransferase 1, choline, alpha","3q29",391468,123695
"HGNC:8755","Approved","PCYT1B","phosphate cytidylyltransferase 1, choline, beta","Xp22.11",,300948
"HGNC:40431","Approved","PCYT1B-AS1","PCYT1B antisense RNA 1","Xp22.11",,
"HGNC:8756","Approved","PCYT2","phosphate cytidylyltransferase 2, ethanolamine","17q25.3",,602679
"HGNC:14634","Approved","PDAP1","PDGFA associated protein 1","7q22.1",,607075
"HGNC:8757","Entry Withdrawn","PDB1","Paget disease of bone 1","6p21.3",,
"HGNC:16033","Entry Withdrawn","PDB4","Paget disease of bone 4","5q31",,
"HGNC:17951","Entry Withdrawn","PDB5","Paget disease of bone 5","2q36",,
"HGNC:17952","Entry Withdrawn","PDB6","Paget disease of bone 6","10p13",,
"HGNC:8759","Approved","PDC","phosducin","1q31.1",,171490
"HGNC:40432","Approved","PDC-AS1","PDC antisense RNA 1","1q31.1",,
"HGNC:8760","Approved","PDCD1","programmed cell death 1","2q37.3",247147,600244
"HGNC:18731","Approved","PDCD1LG2","programmed cell death 1 ligand 2","9p24.1",,605723
"HGNC:8762","Approved","PDCD2","programmed cell death 2","6q27",,600866
"HGNC:28194","Approved","PDCD2L","programmed cell death 2 like","19q13.11",,615661
"HGNC:8763","Approved","PDCD4","programmed cell death 4","10q25.2",,608610
"HGNC:27425","Approved","PDCD4-AS1","PDCD4 antisense RNA 1","10q25.2",,
"HGNC:8764","Approved","PDCD5","programmed cell death 5","19q13.11",,604583
"HGNC:49885","Approved","PDCD5P1","programmed cell death 5 pseudogene 1","12p12.3",,
"HGNC:49886","Approved","PDCD5P2","programmed cell death 5 pseudogene 2","5q13.3",,
"HGNC:8765","Approved","PDCD6","programmed cell death 6","5p15.33",,601057
"HGNC:54724","Approved","PDCD6-AHRR","PDCD6-AHRR readthrough (NMD candidate)","5p15.33",,
"HGNC:8766","Approved","PDCD6IP","programmed cell death 6 interacting protein","3p22.3",,608074
"HGNC:49872","Approved","PDCD6IPP1","PDCD6IP pseudogene 1","15q11.2",,
"HGNC:49873","Approved","PDCD6IPP2","PDCD6IP pseudogene 2","15q13.1",,
"HGNC:8767","Approved","PDCD7","programmed cell death 7","15q22.31",,608138
"HGNC:8761","Approved","PDCD10","programmed cell death 10","3q26.1",124142,609118
"HGNC:13408","Approved","PDCD11","programmed cell death 11","10q24.33",,612333
"HGNC:8770","Approved","PDCL","phosducin like","9q33.2",,604421
"HGNC:29524","Approved","PDCL2","phosducin like 2","4q12",,611676
"HGNC:50340","Approved","PDCL2P1","PDCL2 pseudogene 1","Xp22.11",,
"HGNC:50341","Approved","PDCL2P2","PDCL2 pseudogene 2","11q13.1",,
"HGNC:28860","Approved","PDCL3","phosducin like 3","2q11.2",,611678
"HGNC:31826","Approved","PDCL3P1","PDCL3 pseudogene 1","8q12.1",,
"HGNC:31705","Approved","PDCL3P2","PDCL3 pseudogene 2","8q22.3",,
"HGNC:44504","Approved","PDCL3P3","PDCL3 pseudogene 3","3p24.3",,
"HGNC:44505","Approved","PDCL3P4","PDCL3 pseudogene 4","3q12.3",,
"HGNC:44506","Approved","PDCL3P5","PDCL3 pseudogene 5","6q25.1",,
"HGNC:44507","Approved","PDCL3P6","PDCL3 pseudogene 6","1p32.3",,
"HGNC:44508","Approved","PDCL3P7","PDCL3 pseudogene 7","12q14.3",,
"HGNC:8774","Approved","PDE1A","phosphodiesterase 1A","2q32.1",,171890
"HGNC:8775","Approved","PDE1B","phosphodiesterase 1B","12q13.2",,171891
"HGNC:8776","Approved","PDE1C","phosphodiesterase 1C","7p14.3",,602987
"HGNC:8777","Approved","PDE2A","phosphodiesterase 2A","11q13.4",,602658
"HGNC:40435","Approved","PDE2A-AS1","PDE2A antisense RNA 1","11q13.4",,
"HGNC:40434","Approved","PDE2A-AS2","PDE2A antisense RNA 2","11q13.4",,
"HGNC:8778","Approved","PDE3A","phosphodiesterase 3A","12p12.2",431999,123805
"HGNC:8779","Approved","PDE3B","phosphodiesterase 3B","11p15.2",,602047
"HGNC:8780","Approved","PDE4A","phosphodiesterase 4A","19p13.2",,600126
"HGNC:8781","Approved","PDE4B","phosphodiesterase 4B","1p31.3",,600127
"HGNC:40437","Approved","PDE4B-AS1","PDE4B antisense RNA 1","1p31.3",,
"HGNC:8782","Approved","PDE4C","phosphodiesterase 4C","19p13.11",,600128
"HGNC:8783","Approved","PDE4D","phosphodiesterase 4D","5q11.2-q12.1",299630,600129
"HGNC:15580","Approved","PDE4DIP","phosphodiesterase 4D interacting protein","1q21.2",,608117
"HGNC:50867","Approved","PDE4DIPP1","PDE4DIP pseudogene 1","1q21.2",,
"HGNC:55081","Approved","PDE4DIPP2","PDE4DIP pseudogene 2","1p11.2",,
"HGNC:55082","Approved","PDE4DIPP3","PDE4DIP pseudogene 3","1q21.1",,
"HGNC:55083","Approved","PDE4DIPP4","PDE4DIP pseudogene 4","1p11.2",,
"HGNC:55084","Approved","PDE4DIPP5","PDE4DIP pseudogene 5","1q21.1",,
"HGNC:55097","Approved","PDE4DIPP6","PDE4DIP pseudogene 6","1q21.2",,
"HGNC:55098","Approved","PDE4DIPP7","PDE4DIP pseudogene 7","1q21.2",,
"HGNC:55099","Approved","PDE4DIPP8","PDE4DIP pseudogene 8","1p36.13",,
"HGNC:55100","Approved","PDE4DIPP9","PDE4DIP pseudogene 9","1p36.13",,
"HGNC:55101","Approved","PDE4DIPP10","PDE4DIP pseudogene 10","1p36.12",,
"HGNC:8784","Approved","PDE5A","phosphodiesterase 5A","4q26",,603310
"HGNC:8785","Approved","PDE6A","phosphodiesterase 6A","5q32",124146,180071
"HGNC:8786","Approved","PDE6B","phosphodiesterase 6B","4p16.3",124149,180072
"HGNC:40438","Approved","PDE6B-AS1","PDE6B antisense RNA 1","4p16.3",,
"HGNC:8787","Approved","PDE6C","phosphodiesterase 6C","10q23.33",208333,600827
"HGNC:8788","Approved","PDE6D","phosphodiesterase 6D","2q37.1",391804,602676
"HGNC:8789","Approved","PDE6G","phosphodiesterase 6G","17q25.3",238998,180073
"HGNC:8790","Approved","PDE6H","phosphodiesterase 6H","12p12.3",160320,601190
"HGNC:8791","Approved","PDE7A","phosphodiesterase 7A","8q13.1",,171885
"HGNC:8792","Approved","PDE7B","phosphodiesterase 7B","6q23.3",,604645
"HGNC:8793","Approved","PDE8A","phosphodiesterase 8A","15q25.3",,602972
"HGNC:8794","Approved","PDE8B","phosphodiesterase 8B","5q13.3",226016,603390
"HGNC:8795","Approved","PDE9A","phosphodiesterase 9A","21q22.3",,602973
"HGNC:40440","Approved","PDE9A-AS1","PDE9A antisense RNA 1","21q22.3",,
"HGNC:8772","Approved","PDE10A","phosphodiesterase 10A","6q27",,610652
"HGNC:8773","Approved","PDE11A","phosphodiesterase 11A","2q31.2",169910,604961
"HGNC:40433","Approved","PDE11A-AS1","PDE11A antisense RNA 1","2q31.2",,
"HGNC:25386","Approved","PDE12","phosphodiesterase 12","3p14.3",,616519
"HGNC:30012","Approved","PDF","peptide deformylase, mitochondrial","16q22.1",,618720
